iso_code,continent,location,date,total_cases,new_cases,total_cases_growth,total_deaths,new_deaths,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population,Entity,Code,Day,Pfizer/BioNTech,Pfizer_growth,Moderna,Moderna_growth,Oxford/AstraZeneca,Oxford/AstraZeneca_growth,Johnson&Johnson,Johnson&Johnson_growth,Sputnik V,Sputnik V_growth,Sinovac,Sinovac_growth,Sinopharm/Beijing,Sinopharm/Beijing_growth,CanSino
KOR,Asia,South Korea,29/04/2021,122007,656,0.005405806,1828,3,0.0084,119.2,people tested,3367410,3130922,252108,1,292633,51305184,South Korea,KOR,29/04/2021,1645851,0.115498428,31532,,1674406,,15621,,0,,0,,0,,0
KOR,Asia,South Korea,30/04/2021,122634,627,0.005139049,1831,3,0.0082,122.4,people tested,3676058,3408795,283909,2,308648,51305184,South Korea,KOR,30/04/2021,1810177,0.099842574,32000,,1817233,,16648,,0,,0,,0,,0
KOR,Asia,South Korea,01/05/2021,123240,606,0.004941533,1833,2,0.0084,118.9,people tested,3725540,3449721,292582,2,49482,51305184,South Korea,KOR,01/05/2021,1834717,0.013556685,32276,,1841782,,16765,,0,,0,,0,,0
KOR,Asia,South Korea,02/05/2021,123728,488,0.003959753,1834,1,0.0085,117.1,people tested,3728920,3452035,293670,2,3380,51305184,South Korea,KOR,02/05/2021,1836914,0.00119746,32447,,1842772,,16787,,0,,0,,0,,0
KOR,Asia,South Korea,03/05/2021,124269,541,0.004372495,1840,6,0.0086,115.9,people tested,3847423,3539297,325663,2,118503,51305184,South Korea,KOR,03/05/2021,1903057,0.036007674,32751,,1894076,,17539,,0,,0,,0,,0
KOR,Asia,South Korea,04/05/2021,124945,676,0.005439812,1847,7,0.0087,115,people tested,3955602,3615477,358303,2,108179,51305184,South Korea,KOR,04/05/2021,1965175,0.032641166,33203,,1939044,,18180,,0,,0,,0,,0
KOR,Asia,South Korea,05/05/2021,125519,574,0.004594021,1851,4,0.0087,114.8,people tested,3988558,3622281,384604,2,32956,51305184,South Korea,KOR,05/05/2021,1996089,0.015730915,33900,,1940240,,18329,,0,,0,,0,,0
KOR,Asia,South Korea,06/05/2021,126044,525,0.004182634,1860,9,0.0093,107.8,people tested,4121659,3681519,459030,2,133101,51305184,South Korea,KOR,06/05/2021,2080461,0.042268656,34293,,1988013,,18892,,0,,0,,0,,0
KOR,Asia,South Korea,07/05/2021,126745,701,0.00556155,1865,5,0.0093,107.8,people tested,4248777,3731146,537052,2,127118,51305184,South Korea,KOR,07/05/2021,2166975,0.041584053,34718,,2027661,,19423,,0,,0,,0,,0
KOR,Asia,South Korea,08/05/2021,127309,564,0.00444988,1874,9,0.0089,112.5,people tested,4290606,3744513,565544,2,41829,51305184,South Korea,KOR,08/05/2021,2198143,0.014383184,35109,,2037901,,19453,,0,,0,,0,,0
KOR,Asia,South Korea,09/05/2021,127772,463,0.003636821,1875,1,0.0087,115,people tested,4296799,3745345,570929,2,6193,51305184,South Korea,KOR,09/05/2021,2203581,0.002473906,35271,,2038470,,19477,,0,,0,,0,,0
KOR,Asia,South Korea,10/05/2021,128283,511,0.003999311,1879,4,0.0086,116.5,people tested,4389923,3760671,649194,2,93124,51305184,South Korea,KOR,10/05/2021,2287611,0.038133384,35734,,2046634,,19944,,0,,0,,0,,0
KOR,Asia,South Korea,11/05/2021,128918,635,0.004949993,1884,5,0.0084,119.5,people tested,4481030,3770875,730489,3,91107,51305184,South Korea,KOR,11/05/2021,2372820,0.037248029,36195,,2051678,,20337,,0,,0,,0,,0
KOR,Asia,South Korea,12/05/2021,129633,715,0.005546161,1891,7,0.0085,117,people tested,4572021,3778686,813877,3,90991,51305184,South Korea,KOR,12/05/2021,2458627,0.036162456,36826,,2056023,,20545,,0,,0,,0,,0
KOR,Asia,South Korea,13/05/2021,130380,747,0.005762422,1893,2,0.0082,122.1,people tested,4660987,3789263,892658,3,88966,51305184,South Korea,KOR,13/05/2021,2541861,0.033853854,37229,,2060960,,20937,,0,,0,,0,,0
KOR,Asia,South Korea,14/05/2021,131061,681,0.005223194,1896,3,0.0081,122.7,people tested,4754541,3802211,973657,3,93554,51305184,South Korea,KOR,14/05/2021,2626085,0.033134778,37766,,2069360,,21330,,0,,0,,0,,0
KOR,Asia,South Korea,15/05/2021,131671,610,0.004654321,1900,4,0.0082,121.7,people tested,4788134,3805000,1004515,4,33593,51305184,South Korea,KOR,15/05/2021,2657758,0.01206092,38118,,2070873,,21385,,0,,0,,0,,0
KOR,Asia,South Korea,16/05/2021,132290,619,0.004701111,1903,3,0.0085,118.2,people tested,4794997,3806255,1010146,4,6863,51305184,South Korea,KOR,16/05/2021,2663549,0.002178904,38349,,2071691,,21408,,0,,0,,0,,0
KOR,Asia,South Korea,17/05/2021,132818,528,0.003991231,1904,1,0.0085,117.7,people tested,4910228,3821088,1110753,4,115231,51305184,South Korea,KOR,17/05/2021,2758566,0.035673081,38643,,2091402,,21617,,0,,0,,0,,0
KOR,Asia,South Korea,18/05/2021,133471,653,0.004916502,1912,8,0.0086,116.6,people tested,5065523,3834864,1252411,4,155295,51305184,South Korea,KOR,18/05/2021,2869344,0.040157821,39027,,2135396,,21756,,0,,0,,0,,0
KOR,Asia,South Korea,19/05/2021,134117,646,0.004840003,1916,4,0.0086,116.8,people tested,5162065,3838256,1345612,4,96542,51305184,South Korea,KOR,19/05/2021,2963574,0.032840259,39499,,2137185,,21807,,0,,0,,0,,0
KOR,Asia,South Korea,20/05/2021,134678,561,0.004182915,1922,6,0.009,111.2,people tested,5386220,3852041,1556173,4,224155,51305184,South Korea,KOR,20/05/2021,3115543,0.051278962,39914,,2208765,,21998,,0,,0,,0,,0
KOR,Asia,South Korea,21/05/2021,135344,666,0.004945128,1926,4,0.0089,112.3,people tested,5627256,3868124,1781475,4,241036,51305184,South Korea,KOR,21/05/2021,3262797,0.047264313,40315,,2301797,,22347,,0,,0,,0,,0
KOR,Asia,South Korea,22/05/2021,135929,585,0.004322319,1931,5,0.009,111.4,people tested,5669808,3874334,1817893,4,42552,51305184,South Korea,KOR,22/05/2021,3287594,0.007599921,40589,,2319202,,22423,,0,,0,,0,,0
KOR,Asia,South Korea,23/05/2021,136467,538,0.003957949,1934,3,0.0088,113.2,people tested,5673788,3875215,1821001,4,3980,51305184,South Korea,KOR,23/05/2021,3290810,0.000978223,40761,,2319785,,22432,,0,,0,,0,,0
KOR,Asia,South Korea,24/05/2021,136983,516,0.003781134,1938,4,0.0088,113.8,people tested,5851049,3947514,1926150,4,177261,51305184,South Korea,KOR,24/05/2021,3405212,0.034764085,41030,,2382188,,22619,,0,,0,,0,,0
KOR,Asia,South Korea,25/05/2021,137682,699,0.005102823,1940,2,0.0089,112.7,people tested,6024162,4026732,2020251,4,173113,51305184,South Korea,KOR,25/05/2021,3514032,0.031956894,41323,,2445982,,22825,,0,,0,,0,,0
KOR,Asia,South Korea,26/05/2021,138311,629,0.004568498,1943,3,0.0087,114.9,people tested,6180850,4115201,2088609,4,156688,51305184,South Korea,KOR,26/05/2021,3612083,0.027902705,41629,,2504174,,22964,,0,,0,,0,,0
KOR,Asia,South Korea,27/05/2021,138898,587,0.004244059,1946,3,0.0081,123.8,people tested,6898179,4776786,2144724,4,717329,51305184,South Korea,KOR,27/05/2021,3706106,0.026030133,41919,,3126819,,23335,,0,,0,,0,,0
KOR,Asia,South Korea,28/05/2021,139431,533,0.003837348,1951,5,0.008,124.7,people tested,7509137,5321882,2210654,4,610958,51305184,South Korea,KOR,28/05/2021,3794474,0.023843894,42295,,3648965,,23403,,0,,0,,0,,0
KOR,Asia,South Korea,29/05/2021,139910,479,0.003435391,1957,6,0.008,125,people tested,7684260,5487553,2220150,4,175123,51305184,South Korea,KOR,29/05/2021,3813093,0.004906872,42501,,3805219,,23447,,0,,0,,0,,0
KOR,Asia,South Korea,30/05/2021,140340,430,0.003073404,1959,2,0.0079,126.7,people tested,7690738,5493489,2220711,4,6478,51305184,South Korea,KOR,30/05/2021,3814489,0.000366107,42629,,3810154,,23466,,0,,0,,0,,0
KOR,Asia,South Korea,31/05/2021,140799,459,0.003270628,1963,4,0.0079,126.3,people tested,8105337,5880284,2248563,4,414599,51305184,South Korea,KOR,31/05/2021,3924268,0.028779477,42741,,4114814,,23514,,0,,0,,0,,0
KOR,Asia,South Korea,01/06/2021,141476,677,0.004808273,1965,2,0.008,124.7,people tested,8700288,6448115,2275818,5,594951,51305184,South Korea,KOR,01/06/2021,4037081,0.028747527,43234,,4596323,,23650,,0,,0,,0,,0
KOR,Asia,South Korea,02/06/2021,142157,681,0.004813537,1968,3,0.0082,122.1,people tested,9107015,6831345,2299430,5,406727,51305184,South Korea,KOR,02/06/2021,4146006,0.026981128,43453,,4893791,,23765,,0,,0,,0,,0
KOR,Asia,South Korea,03/06/2021,142852,695,0.004888961,1969,1,0.0085,118,people tested,9478184,7175871,2326162,6,371169,51305184,South Korea,KOR,03/06/2021,4245615,0.024025291,44196,,5164518,,23855,,0,,0,,0,,0
KOR,Asia,South Korea,04/06/2021,143596,744,0.005208187,1971,2,0.009,111.6,people tested,9878966,7545574,2357465,7,400782,51305184,South Korea,KOR,04/06/2021,4336864,0.021492528,44433,,5473589,,24080,,0,,0,,0,,0
KOR,Asia,South Korea,05/06/2021,144152,556,0.003871974,1973,2,0.009,110.9,people tested,10023253,7686541,2360843,8,144287,51305184,South Korea,KOR,05/06/2021,4362105,0.005820104,44662,,5592347,,24139,,0,,0,,0,,0
KOR,Asia,South Korea,06/06/2021,144637,485,0.003364504,1974,1,0.0091,110.4,people tested,10027610,7690294,2361470,8,4357,51305184,South Korea,KOR,06/06/2021,4363566,0.00033493,44719,,5595163,,24162,,0,,0,,0,,0
KOR,Asia,South Korea,07/06/2021,145091,454,0.003138893,1975,1,0.009,110.7,people tested,10942939,8584259,2382970,8,915329,51305184,South Korea,KOR,07/06/2021,4517605,0.035301173,44928,,6356108,,24298,,0,,0,,0,,0
KOR,Asia,South Korea,08/06/2021,145692,601,0.004142228,1977,2,0.0089,112.9,people tested,11715271,9330142,2409518,9,772332,51305184,South Korea,KOR,08/06/2021,4662409,0.032053267,45248,,6983216,,24398,,0,,0,,0,,0
KOR,Asia,South Korea,09/06/2021,146303,611,0.004193779,1979,2,0.0088,113.5,people tested,12333678,9923901,2434327,10,618407,51305184,South Korea,KOR,09/06/2021,4791905,0.027774483,45463,,7471750,,24560,,0,,0,,0,,0
KOR,Asia,South Korea,10/06/2021,146859,556,0.003800332,1981,2,0.0086,115.7,people tested,13136958,10691381,2723246,11,803280,51305184,South Korea,KOR,10/06/2021,4905996,0.023809111,46010,,7907272,,277680,,0,,0,,0,,0
KOR,Asia,South Korea,11/06/2021,147422,563,0.003833609,1982,1,0.0084,119.1,people tested,14000379,11518735,2961888,11,863421,51305184,South Korea,KOR,11/06/2021,5013268,0.021865489,46265,,8460591,,480255,,0,,0,,0,,0
KOR,Asia,South Korea,12/06/2021,147874,452,0.003066028,1985,3,0.0084,119.6,people tested,14396295,11908368,3082453,11,395916,51305184,South Korea,KOR,12/06/2021,5035659,0.004466348,46423,,8719676,,594537,,0,,0,,0,,0
KOR,Asia,South Korea,13/06/2021,148273,399,0.002698243,1988,3,0.0083,119.9,people tested,14426040,11936757,3095606,12,29745,51305184,South Korea,KOR,13/06/2021,5037120,0.000290131,46531,,8736054,,606335,,0,,0,,0,,0
KOR,Asia,South Korea,14/06/2021,148647,374,0.002522374,1992,4,0.0082,121.8,people tested,15281818,12706527,3354093,13,855778,51305184,South Korea,KOR,14/06/2021,5141065,0.0206358,46735,,9315203,,778815,,0,,0,,0,,0
KOR,Asia,South Korea,15/06/2021,149191,544,0.003659677,1993,1,0.0083,121.1,people tested,16025767,13354248,3563102,13,743949,51305184,South Korea,KOR,15/06/2021,5264653,0.024039377,46990,,9822528,,891596,,0,,0,,0,,0
KOR,Asia,South Korea,16/06/2021,149731,540,0.003619521,1994,1,0.0082,121.7,people tested,16699465,13923490,3845838,13,673698,51305184,South Korea,KOR,16/06/2021,5393878,0.024545777,47153,,10188558,,1069876,,0,,0,,0,,0
KOR,Asia,South Korea,17/06/2021,150238,507,0.003386072,1996,2,0.0082,121.7,people tested,17246956,14367453,3975654,14,547491,51305184,South Korea,KOR,17/06/2021,5530077,0.025250664,47477,,10573237,,1096165,,0,,0,,0,,0
KOR,Asia,South Korea,18/06/2021,150720,482,0.003208243,1997,1,0.008,125,people tested,17882746,14905561,4104682,15,635790,51305184,South Korea,KOR,18/06/2021,5668190,0.024974878,47965,,11039079,,1127512,,0,,0,,0,,0
KOR,Asia,South Korea,19/06/2021,151149,429,0.002846338,2002,5,0.008,125,people tested,18117997,15122638,4141978,15,235251,51305184,South Korea,KOR,19/06/2021,5693323,0.004434043,48126,,11229914,,1146634,,0,,0,,0,,0
KOR,Asia,South Korea,20/06/2021,151506,357,0.002361908,2004,2,0.0079,127.3,people tested,18121027,15123952,4144136,15,3030,51305184,South Korea,KOR,20/06/2021,5694991,0.000292975,48275,,11230685,,1147076,,0,,0,,0,,0
KOR,Asia,South Korea,21/06/2021,151901,395,0.002607157,2006,2,0.0079,126,people tested,18283785,15172632,4261978,15,162758,51305184,South Korea,KOR,21/06/2021,5835377,0.024650785,49196,,11248372,,1150840,,0,,0,,0,,0
KOR,Asia,South Korea,22/06/2021,152545,644,0.004239603,2007,1,0.0081,122.9,people tested,18456657,15222575,4387876,16,172872,51305184,South Korea,KOR,22/06/2021,5983018,0.025301022,50492,,11269337,,1153810,,0,,0,,0,,0
KOR,Asia,South Korea,23/06/2021,153155,610,0.00399882,2008,1,0.0083,120.3,people tested,18621153,15267896,4508556,16,164496,51305184,South Korea,KOR,23/06/2021,6123918,0.023549988,53793,,11288127,,1155315,,0,,0,,0,,0
KOR,Asia,South Korea,24/06/2021,153789,634,0.004139597,2009,1,0.0087,115.5,people tested,18775668,15314797,4616987,17,154515,51305184,South Korea,KOR,24/06/2021,6256987,0.02172939,57527,,11305021,,1156133,,0,,0,,0,,0
KOR,Asia,South Korea,25/06/2021,154457,668,0.004343614,2012,3,0.0093,107.2,people tested,18938159,15380076,4714845,18,162491,51305184,South Korea,KOR,25/06/2021,6391794,0.021545034,67697,,11321888,,1156780,,0,,0,,0,,0
KOR,Asia,South Korea,26/06/2021,155071,614,0.003975216,2013,1,0.0096,104,people tested,18974979,15392308,4739590,18,36820,51305184,South Korea,KOR,26/06/2021,6425981,0.005348577,68726,,11323335,,1156937,,0,,0,,0,,0
KOR,Asia,South Korea,27/06/2021,155572,501,0.003230778,2015,2,0.0097,102.7,people tested,18977381,15393015,4741331,19,2402,51305184,South Korea,KOR,27/06/2021,6427475,0.000232494,68936,,11323986,,1156984,,0,,0,,0,,0
KOR,Asia,South Korea,28/06/2021,156167,595,0.003824596,2017,2,0.01,99.9,people tested,19136266,15407592,4886587,19,158885,51305184,South Korea,KOR,28/06/2021,6570377,0.022232992,73740,,11334217,,1157932,,0,,0,,0,,0
KOR,Asia,South Korea,29/06/2021,156961,794,0.005084301,2018,1,0.0102,98.1,people tested,19299281,15426105,5032190,19,163015,51305184,South Korea,KOR,29/06/2021,6709041,0.021104421,82426,,11348781,,1159033,,0,,0,,0,,0
KOR,Asia,South Korea,30/06/2021,157723,762,0.004854709,2021,3,0.0106,94.5,people tested,19452491,15442774,5169996,19,153210,51305184,South Korea,KOR,30/06/2021,6840611,0.01961085,88287,,11363295,,1160298,,0,,0,,0,,0
KOR,Asia,South Korea,01/07/2021,158549,826,0.005237029,2024,3,0.0105,94.9,people tested,19579716,15449414,5291774,20,127225,51305184,South Korea,KOR,01/07/2021,6946925,0.015541594,89893,,11381406,,1161492,,0,,0,,0,,0
KOR,Asia,South Korea,02/07/2021,159342,793,0.005001608,2025,1,0.0105,95.4,people tested,19708001,15456784,5413889,20,128285,51305184,South Korea,KOR,02/07/2021,7047737,0.014511744,91768,,11405804,,1162692,,0,,0,,0,,0
KOR,Asia,South Korea,03/07/2021,160084,742,0.00465665,2026,1,0.0106,94.2,people tested,19728411,15459641,5431893,20,20410,51305184,South Korea,KOR,03/07/2021,7065064,0.00245852,92937,,11407267,,1163143,,0,,0,,0,,0
KOR,Asia,South Korea,04/07/2021,160795,711,0.004441418,2028,2,0.0111,90.1,people tested,19730557,15460672,5433034,20,2146,51305184,South Korea,KOR,04/07/2021,7066487,0.000201414,93120,,11407781,,1163169,,0,,0,,0,,0
KOR,Asia,South Korea,05/07/2021,161541,746,0.004639448,2032,4,0.0114,87.6,people tested,19864379,15517024,5510543,20,133822,51305184,South Korea,KOR,05/07/2021,7158497,0.013020614,96596,,11446078,,1163208,,0,,0,,0,,0
KOR,Asia,South Korea,06/07/2021,162753,1212,0.007502739,2033,1,0.012,83.6,people tested,19996557,15557350,5602484,20,132178,51305184,South Korea,KOR,06/07/2021,7241977,0.011661666,101462,,11489821,,1163297,,0,,0,,0,,0
KOR,Asia,South Korea,07/07/2021,164028,1275,0.007833957,2034,1,0.0124,80.5,people tested,20123728,15594445,5692697,22,127171,51305184,South Korea,KOR,07/07/2021,7320348,0.010821769,105887,,11534057,,1163436,,0,,0,,0,,0
KOR,Asia,South Korea,08/07/2021,165344,1316,0.00802302,2036,2,0.0125,80.2,people tested,20270969,15634255,5800235,23,147241,51305184,South Korea,KOR,08/07/2021,7408773,0.012079344,111294,,11587358,,1163544,,0,,0,,0,,0
KOR,Asia,South Korea,09/07/2021,166722,1378,0.00833414,2038,2,0.0126,79.6,people tested,20480867,15694252,5950238,25,209898,51305184,South Korea,KOR,09/07/2021,7525957,0.015816924,118398,,11672864,,1163648,,0,,0,,0,,0
KOR,Asia,South Korea,10/07/2021,168046,1324,0.007941363,2043,5,0.0125,80.2,people tested,20535094,15708163,5990609,29,54227,51305184,South Korea,KOR,10/07/2021,7547785,0.002900362,118722,,11704880,,1163707,,0,,0,,0,,0
KOR,Asia,South Korea,11/07/2021,169146,1100,0.006545827,2044,1,0.0124,80.7,people tested,20538065,15709422,5992339,30,2971,51305184,South Korea,KOR,11/07/2021,7549245,0.000193434,118942,,11706152,,1163726,,0,,0,,0,,0
KOR,Asia,South Korea,12/07/2021,170296,1150,0.00679886,2046,2,0.0126,79.5,people tested,20665333,15741947,6087144,34,127268,51305184,South Korea,KOR,12/07/2021,7621688,0.009596059,119370,,11760483,,1163792,,0,,0,,0,,0
KOR,Asia,South Korea,13/07/2021,171911,1615,0.009483488,2048,2,0.0123,81.1,people tested,20885820,15851323,6198344,35,220487,51305184,South Korea,KOR,13/07/2021,7773004,0.019853345,119968,,11828966,,1163882,,0,,0,,0,,0
KOR,Asia,South Korea,14/07/2021,173511,1600,0.009307141,2050,2,0.012,83.5,people tested,21122593,15964623,6321897,39,236773,51305184,South Korea,KOR,14/07/2021,7923544,0.01936703,120995,,11914088,,1163966,,0,,0,,0,,0
KOR,Asia,South Korea,15/07/2021,175046,1535,0.008846701,2051,1,0.0119,83.9,people tested,21390811,16088942,6465879,42,268218,51305184,South Korea,KOR,15/07/2021,8087509,0.020693392,121417,,12017833,,1164052,,0,,0,,0,,0
KOR,Asia,South Korea,16/07/2021,176500,1454,0.008306388,2055,4,0.0116,86,people tested,21712511,16225017,6651614,42,321700,51305184,South Korea,KOR,16/07/2021,8280513,0.023864456,121956,,12145880,,1164162,,0,,0,,0,,0
KOR,Asia,South Korea,17/07/2021,177951,1451,0.008220963,2057,2,0.0117,85.6,people tested,21785652,16260402,6689421,47,73141,51305184,South Korea,KOR,17/07/2021,8325768,0.005465241,122204,,12173462,,1164218,,0,,0,,0,,0
KOR,Asia,South Korea,18/07/2021,179203,1252,0.007035645,2058,1,0.0117,85.1,people tested,21789936,16263441,6690682,49,4284,51305184,South Korea,KOR,18/07/2021,8329015,0.000389994,122376,,12174309,,1164236,,0,,0,,0,,0
KOR,Asia,South Korea,19/07/2021,180481,1278,0.007131577,2059,1,0.0117,85.3,people tested,22023706,16424613,6763388,51,233770,51305184,South Korea,KOR,19/07/2021,8499948,0.020522595,123158,,12236254,,1164346,,0,,0,,0,,0
KOR,Asia,South Korea,20/07/2021,182265,1784,0.009884697,2060,1,0.0117,85.4,people tested,22238170,16576362,6826189,51,214464,51305184,South Korea,KOR,20/07/2021,8658886,0.018698703,124570,,12290282,,1164432,,0,,0,,0,,0
KOR,Asia,South Korea,21/07/2021,184103,1838,0.010084218,2063,3,0.0119,84.4,people tested,22420071,16717033,6867512,51,181901,51305184,South Korea,KOR,21/07/2021,8808135,0.017236513,127408,,12320003,,1164525,,0,,0,,0,,0
KOR,Asia,South Korea,22/07/2021,185733,1630,0.008853739,2066,3,0.012,83.1,people tested,22623057,16858616,6928968,53,202986,51305184,South Korea,KOR,22/07/2021,8952609,0.016402337,129569,,12376299,,1164580,,0,,0,,0,,0
KOR,Asia,South Korea,23/07/2021,187362,1629,0.008770655,2068,2,0.0124,80.8,people tested,22832371,17006261,6990727,54,209314,51305184,South Korea,KOR,23/07/2021,9104176,0.016929925,138651,,12424873,,1164671,,0,,0,,0,,0
KOR,Asia,South Korea,24/07/2021,188848,1486,0.007931171,2073,5,0.0124,80.8,people tested,22874797,17036252,7003219,55,42426,51305184,South Korea,KOR,24/07/2021,9134891,0.003373727,139608,,12435569,,1164729,,0,,0,,0,,0
KOR,Asia,South Korea,25/07/2021,190166,1318,0.006979158,2077,4,0.0124,80.5,people tested,22877892,17038331,7004262,55,3095,51305184,South Korea,KOR,25/07/2021,9137169,0.000249374,139780,,12436187,,1164756,,0,,0,,0,,0
KOR,Asia,South Korea,26/07/2021,191531,1365,0.007177939,2079,2,0.0126,79.6,people tested,23564568,17658444,7071022,59,686676,51305184,South Korea,KOR,26/07/2021,9529056,0.042889324,420614,,12449941,,1164957,,0,,0,,0,,0
KOR,Asia,South Korea,27/07/2021,193427,1896,0.009899181,2083,4,0.0127,78.9,people tested,23997721,18041430,7121291,62,433153,51305184,South Korea,KOR,27/07/2021,9802207,0.028665064,570715,,12459737,,1165062,,0,,0,,0,,0
KOR,Asia,South Korea,28/07/2021,195099,1672,0.008644088,2085,2,0.0126,79.6,people tested,24522915,18522485,7165509,69,525194,51305184,South Korea,KOR,28/07/2021,10220965,0.042720787,669854,,12466948,,1165148,,0,,0,,0,,0
KOR,Asia,South Korea,29/07/2021,196806,1707,0.008749404,2089,4,0.0127,78.8,people tested,24916489,18871174,7210477,73,393574,51305184,South Korea,KOR,29/07/2021,10516627,0.028927014,757304,,12477323,,1165235,,0,,0,,0,,0
KOR,Asia,South Korea,30/07/2021,198345,1539,0.007819884,2095,6,0.0126,79.5,people tested,25476472,19369345,7272361,74,559983,51305184,South Korea,KOR,30/07/2021,10944352,0.04067131,881615,,12485197,,1165308,,0,,0,,0,,0
KOR,Asia,South Korea,31/07/2021,199787,1442,0.007270161,2098,3,0.0125,80.3,people tested,25707503,19585725,7287050,75,231031,51305184,South Korea,KOR,31/07/2021,11104343,0.01461859,951508,,12486305,,1165347,,0,,0,,0,,0
KOR,Asia,South Korea,01/08/2021,201002,1215,0.006081477,2099,1,0.0124,80.8,people tested,25737334,19614186,7288429,81,29831,51305184,South Korea,KOR,01/08/2021,11125297,0.001887009,959986,,12486689,,1165362,,0,,0,,0,,0
KOR,Asia,South Korea,02/08/2021,202203,1201,0.005975065,2104,5,0.0122,81.9,people tested,26252920,20092122,7326179,84,515586,51305184,South Korea,KOR,02/08/2021,11618581,0.044338951,977131,,12491743,,1165465,,0,,0,,0,,0
KOR,Asia,South Korea,03/08/2021,203926,1723,0.00852114,2106,2,0.0121,82.5,people tested,26583144,20313726,7434862,90,330224,51305184,South Korea,KOR,03/08/2021,11930366,0.026835033,988536,,12498708,,1165534,,0,,0,,0,,0
KOR,Asia,South Korea,04/08/2021,205702,1776,0.008709042,2109,3,0.0123,81.5,people tested,26861939,20481033,7546450,98,278795,51305184,South Korea,KOR,04/08/2021,12193564,0.022061184,997866,,12504867,,1165642,,0,,0,,0,,0
KOR,Asia,South Korea,05/08/2021,207406,1704,0.008283828,2113,4,0.0122,81.7,people tested,27185045,20675873,7674781,101,323106,51305184,South Korea,KOR,05/08/2021,12486105,0.023991427,1008265,,12524965,,1165710,,0,,0,,0,,0
KOR,Asia,South Korea,06/08/2021,209228,1822,0.008784702,2116,3,0.0126,79.4,people tested,27599824,20933374,7832113,105,414779,51305184,South Korea,KOR,06/08/2021,12865037,0.030348295,1023732,,12545287,,1165768,,0,,0,,0,,0
KOR,Asia,South Korea,07/08/2021,210956,1728,0.008258933,2121,5,0.0129,77.6,people tested,27759314,21055963,7869048,109,159490,51305184,South Korea,KOR,07/08/2021,13017516,0.011852201,1027385,,12548607,,1165806,,0,,0,,0,,0
KOR,Asia,South Korea,08/08/2021,212448,1492,0.007072565,2125,4,0.0129,77.4,people tested,27790726,21084320,7872108,115,31412,51305184,South Korea,KOR,08/08/2021,13047340,0.002291067,1027865,,12549704,,1165817,,0,,0,,0,,0
KOR,Asia,South Korea,09/08/2021,213987,1539,0.007244126,2134,9,0.0131,76.6,people tested,28403620,21522112,8047247,131,612894,51305184,South Korea,KOR,09/08/2021,13563639,0.039571208,1043169,,12630942,,1165870,,0,,0,,0,,0
KOR,Asia,South Korea,10/08/2021,216206,2219,0.010369789,2135,1,0.0134,74.7,people tested,28838819,21786765,8217849,142,435199,51305184,South Korea,KOR,10/08/2021,13926118,0.026724318,1053211,,12693553,,1165937,,0,,0,,0,,0
KOR,Asia,South Korea,11/08/2021,218192,1986,0.009185684,2138,3,0.0136,73.6,people tested,29182475,21965976,8382318,154,343656,51305184,South Korea,KOR,11/08/2021,14206830,0.020157233,1060865,,12748807,,1165973,,0,,0,,0,,0
KOR,Asia,South Korea,12/08/2021,220182,1990,0.009120408,2144,6,0.0137,72.9,people tested,30059851,22135975,9089723,162,877376,51305184,South Korea,KOR,12/08/2021,14472429,0.018695163,1065608,,13355804,,1166010,,0,,0,,0,,0
KOR,Asia,South Korea,13/08/2021,222111,1929,0.008760934,2148,4,0.0135,74.2,people tested,30926252,22380757,9711393,172,866401,51305184,South Korea,KOR,13/08/2021,14817121,0.023817149,1073125,,13869935,,1166071,,0,,0,,0,,0
KOR,Asia,South Korea,14/08/2021,223928,1817,0.008180594,2156,8,0.0133,75.3,people tested,31253417,22524654,9894675,184,327165,51305184,South Korea,KOR,14/08/2021,14970088,0.010323665,1076514,,14040718,,1166097,,0,,0,,0,,0
KOR,Asia,South Korea,15/08/2021,225481,1553,0.006935265,2167,11,0.0132,75.8,people tested,31278453,22543583,9900794,197,25036,51305184,South Korea,KOR,15/08/2021,14989814,0.001317694,1076707,,14045810,,1166122,,0,,0,,0,,0
KOR,Asia,South Korea,16/08/2021,226854,1373,0.006089205,2173,6,0.0129,77.2,people tested,32208772,23216429,10158301,217,930319,51305184,South Korea,KOR,16/08/2021,15352658,0.024206038,1390716,,14299221,,1166177,,0,,0,,0,,0
KOR,Asia,South Korea,17/08/2021,228657,1803,0.007947843,2178,5,0.0132,75.8,people tested,33431627,23942569,10655036,233,1222855,51305184,South Korea,KOR,17/08/2021,15817223,0.030259581,1655711,,14792480,,1166213,,0,,0,,0,,0
KOR,Asia,South Korea,18/08/2021,230808,2151,0.009407103,2191,13,0.013,77.1,people tested,34277115,24467390,10975734,253,845488,51305184,South Korea,KOR,18/08/2021,16157625,0.021520971,1830614,,15122612,,1166264,,0,,0,,0,,0
KOR,Asia,South Korea,19/08/2021,232859,2051,0.008886174,2197,6,0.0128,78.2,people tested,35077527,24973358,11270197,284,800412,51305184,South Korea,KOR,19/08/2021,16472039,0.019459172,2009979,,15429195,,1166314,,0,,0,,0,,0
